,reviews,Clean_Review,Sentiment,Analysis
218,  Good flight apart from my seat fabric was coming apart on39J and lack of good leg room. Meal was good from Singapore. Should be more snacks on board. My neighbours passenger charger and headphone socket didn’t work.,good flight apart seat fabric come apart on39j lack good leg room. meal good singapore. snack board. neighbour passenger charger headphone socket didn’t work.,0.7506,Positive
219,  Flight was 1 hour late leaving gate. Crew were friendly. Seats comfortable. But the complimentary snack provided was a bag of ready salted crisps.,flight 1 hour late leave gate. crew friendly. seats comfortable. complimentary snack provide bag ready salt crisps.,0.8934,Positive
220,"  London to Istanbul. British Airways Business Class rows comprise of three seats with the middle seat empty. Front rows about 5-7 are considered as Business Class, with very short leg space.  No pillows, no blanket, horrible inflight service, staff were harassing me. No curtesy for business Class check-in while waiting for flights. ","london istanbul. british airways business class row comprise three seat middle seat empty. front row 5-7 consider business class, short leg space. pillows, blanket, horrible inflight service, staff harass me. curtesy business class check-in wait flights.",-0.8176,Negative
221, London to Manchester. British Airways is probably the worst air company I have ever flown with they took 2 hours to unload the luggage and the flight was delayed by an hour. The staff were no help and frankly rude.,london manchester. british airways probably bad air company ever flown take 2 hour unload luggage flight delayed hour. staff help frankly rude.,-0.6908,Negative
222,  Flight was cancelled at the last minute due to “weather” despite pretty much all other flights not being affected. Booked onto a flight the next day. Arrived at the airport 2.5 hours ahead T5. Horrendous check-in and security delays meant we almost missed the new flight. The flight was fine once we got on it but the damage was done.,flight cancel last minute due “weather” despite pretty much flight affected. booked onto flight next day. arrived airport 2.5 hour ahead t5. horrendous check-in security delay meant almost miss new flight. flight fine get damage done.,-0.8918,Negative
223,"  After having a few not so good experiences in the past, I feel I have to write a positive review as well where it is deserved. First of all, the improvement in the BA lounge in Gatwick is massive. The buffet was a joy. We flew on a BA flight but operated by Iberia Express. Wonderful staff and the food was exceptional. Whoever brought in this change of food supplier ... congratulations! Also may I add that this time business class was not 11 rows like last time, but 5 rows which was definitely a big improvement and could be felt in a much more attentive service. I am still not clear on luggage being labelled ""priority"". The luggage certainly does not come out first in the destination airports.","good experience past, feel write positive review well deserved. first all, improvement ba lounge gatwick massive. buffet joy. flew ba flight operate iberia express. wonderful staff food exceptional. whoever brought change food supplier ... congratulations! also may add time business class 11 row like last time, 5 row definitely big improvement could felt much attentive service. still clear luggage label ""priority"". luggage certainly come first destination airports.",0.9877,Positive
224,"  This review is for BA booking system not a flight . Today I clicked wrong date on line, my mistake and expect to pay a fee. I then go to “cancel booking” and click on the option to not receive a voucher, immediately I received a response saying my voucher is on its way. I call them and speak to a gentleman who continuously spoke over me and would not listen to my concerns and eventually I give up and want to book a new flight, obviously at a much higher price but using the voucher I didn’t want. However to my surprise I am unable to use this voucher because they can’t tell me what it is until I receive it at a point in the future that they can’t say when. So they now have my money and I have to re-book at full cost. In the end in order to get me off the phone they hung up.","review ba book system flight today clicked wrong date line, mistake expect pay fee. go “cancel booking” click option receive voucher, immediately receive response say voucher way. call speak gentleman continuously spoke would listen concern eventually give want book new flight, obviously much high price use voucher didn’t want. however surprise unable use voucher can’t tell receive point future can’t say when. money re-book full cost. end order get phone hung up.",-0.4939,Negative
225,  Manchester to Seattle via London. I will never fly BA again. They cancelled my return flight from Heathrow back to Manchester and then cancelled the alternative offered. We had to get our son come all the way to London to pick us up and take us to our car in Manchester. The food was terrible and on the return journey as soon as they had finished serving they were round taking our trays so that they could settle down for the night. I will not be flying BA again,manchester seattle via london. never fly ba again. cancel return flight heathrow back manchester cancel alternative offered. get son come way london pick u take u car manchester. food terrible return journey soon finish serve round take tray could settle night. fly ba,-0.7269,Negative
226,"  Our flight in March 2022 from San Francisco to London on 28th March was cancelled with 3 hours’ notice. We found out on the shuttle bus to the airport. We had to stay overnight for the next day flight. We still have not been recompensed for our expenses (filled in on line) and have received no replies on follow-ups. It is the usual 30 min or longer time to wait on customer service picking up. During this trip, we had to re-schedule a return flight (my wife was ill). This should not have been a problem as the flights were re-bookable. We were given a voucher. This voucher was only bookable by phone. When I phoned to rebook, we got the automated voice saying BA were not taking flight bookings by phone. You can see the problem - how do a use a voucher where I must phone and they are not taking phone bookings ? All I have been offered is another voucher. The time to use has passed. It must be great to be a business that can print endless A4 vouchers and not return money paid for services not rendered. We returned home with Aer Lingus with no drama.","flight march 2022 san francisco london 28th march cancel 3 hours’ notice. found shuttle bus airport. stay overnight next day flight. still recompense expense (filled line) receive reply follow-ups. usual 30 min longer time wait customer service pick up. trip, re-schedule return flight (my wife ill). problem flight re-bookable. give voucher. voucher bookable phone. phone rebook, get automate voice say ba take flight booking phone. see problem use voucher must phone take phone booking offer another voucher. time use passed. must great business print endless a4 voucher return money paid service rendered. return home aer lingus drama.",-0.6249,Negative
227,"  I sat in seat 25C. Our Cabin Crew lady was called Gina and she went above and beyond to keep the customers happy. She greeted us as we boarded with a very cheery smile, she engaged with two families travelling with young children and gave out games and books. Her trolley service was excellent and she took great care in what she was doing. She had time for a quick chat and I think she said she was half German and half Bulgarian, a really lovely young lady who is a credit to British Airways.","sat seat 25c. cabin crew lady call gina go beyond keep customer happy. greet u board cheery smile, engage two family travel young child give game books. trolley service excellent take great care doing. time quick chat think say half german half bulgarian, really lovely young lady credit british airways.",0.9851,Positive
228,"  Full afternoon flight. Ready to fly on time. Arrived early. Uneventful flight. Good service. Pre dinner drinks. Drink with meal. Coffee, Drinks available at back. AVML meal was tasty. Hard working crew on a full flight. Audio worked well.","full afternoon flight. ready fly time. arrived early. uneventful flight. good service. pre dinner drinks. drink meal. coffee, drinks available back. avml meal tasty. hard work crew full flight. audio work well.",0.7269,Positive
229,"  I was told I'd require a 48 hr negative covid test for entry into Philippines. Booked my trip via BA.com, with a transfer in Singapore. They delay my transfer to the next day, okay, not too bothered as have my 48 hr negative covid test, but when I try to check in at Changi Airport, the Philippines Airlines check in staff require a 24 hr negative covid test. Had to rush to a different terminal, get tested, wait for the result, rush back to check in ...the gate had closed.  Had to book an extra night in Singapore hotel, book my own flight to Manila, then also the return journey back to London. If one misses one leg of a BA booked flight, the remaining flights get cancelled.  I discovered Oman Air Business Class and better then British Airways, from treating their customers, quality of service, the business class experience.","told i'd require 48 hr negative covid test entry philippines. booked trip via ba.com, transfer singapore. delay transfer next day, okay, bother 48 hr negative covid test, try check changi airport, philippines airlines check staff require 24 hr negative covid test. rush different terminal, get tested, wait result, rush back check ...the gate closed. book extra night singapore hotel, book flight manila, also return journey back london. one miss one leg ba book flight, remain flight get cancelled. discover oman air business class well british airways, treat customers, quality service, business class experience.",-0.9136,Negative
230,"  Having been promised help to find a hotel room after an outgoing flight from Heathrow was running very late and my hotel would be closed, I boarded the plane on this basis. I was subsequently dumped at Barcelona airport at 0038 to sleep the night on the floor. There was no help at there to find a hotel. I have MS and can't walk without help, BA did nothing, their partners Iberia did nothing. At about 3 am some kind people helped me to an more secure area and toilet and got me some sandwiches. I lost my holiday, my hotel booking, and my music course. BA insist it's not their fault it's the hotels for closing. I would not have got on the plane had I known. I found out I could go to arbitration. BA now say they will withdraw the 'offer' of expenses if I do. Their policy of refusing all compensation for what would have been a dreadful experience for any passenger, is bad enough. For someone who is not mobile, it seems to have ditched the specific responsibilities of Duty of Care and towards Disabled Passengers. So for people with disabilities it's just not worth the risk of travelling with BA.","promise help find hotel room outgo flight heathrow run late hotel would closed, board plane basis. subsequently dumped barcelona airport 0038 sleep night floor. help find hotel. ms can't walk without help, ba nothing, partner iberia nothing. 3 kind people help secure area toilet get sandwiches. lose holiday, hotel booking, music course. ba insist fault hotel closing. would get plane known. found could go arbitration. ba say withdraw 'offer' expense do. policy refuse compensation would dreadful experience passenger, bad enough. someone mobile, seem ditch specific responsibility duty care towards disabled passengers. people disability worth risk travel ba.",-0.0116,Negative
231,"  I am a business class customer. British Airways cancelled my return flight and chose an alternative flight with 3 stops. After I complained, they changed the date. When I told them the date would not work, they attempted to charge me additional $5,000 for the change. I submitted a complaint and have not heard anything.  If you try to reach out, no chance.","business class customer. british airways cancel return flight chose alternative flight 3 stops. complained, change date. told date would work, attempt charge additional $5,000 change. submit complaint heard anything. try reach out, chance.",-0.6597,Negative
232,"  Barbara Collins was super helpful. My boyfriend & I booked flights separately thinking we were on the same one but we found out at check in that he was on separate, slightly later one. Barbara was able to make some changes to ensure we flew together & even managed to put us sitting together! Much appreciate BA! We had a terrific flight over. Food, drinks & nibbles were great & staff were so friendly. Looking forward to returning home with BA.","barbara collins super helpful. boyfriend book flight separately think one found check separate, slightly later one. barbara able make change ensure flew together even manage put u sit together! much appreciate ba! terrific flight over. food, drink nibble great staff friendly. looking forward return home ba.",0.9719,Positive
233,"  My husband, parents who are in their 80’s and I were traveling back to NY from Naples, Italy and had a stopover at Heathrow, London. Let me just say we were not happy when we arrived late to London and missed our connecting flight back to NY. The reason writing this review is the great customer service that Kashmir Dhami gave us. She was very helpful in booking all four of us on the same flight the very next day, which was very hard to do because we all had different bookings so it just made it all so difficult, but she got it done! She is so kind and is amazing at her job.","husband, parent 80’s travel back ny naples, italy stopover heathrow, london. let say happy arrive late london miss connect flight back ny. reason write review great customer service kashmir dhami give us. helpful book four u flight next day, hard different booking make difficult, get done! kind amaze job.",0.9359,Positive
234,"  On our recommendation my son and his young family (child 4 and baby 9 months) and wife, flew BA to the USA from Cape Town, leaving yesterday evening. Just got off the call with him, after their arrival at Heathrow. Shocked at what he told us re the cabin service provided (or not!!) especially as my wife and I have used them many times a year for + 20 years of business flights from RSA, this our recommendation to him to use them for his holiday. My grandson had a coughing fit, so they asked (bell push) 4 times for glass of water - all ignored. Last one was told ""wait till drinks are served!"" Then when evening meal served - no food available for the 4 year old, which was pre-ordered online, they said nothing available and when my son explained it had been pre-ordered - the cabin staff supervisors response - ""prove it Sir"", that sealed it for us, if that’s the BA response to what’s seen as cattle class - it will permeate to our normal travel class, so our next booking will be an alternate.","recommendation son young family (child 4 baby 9 months) wife, flew ba usa cape town, leave yesterday evening. get call him, arrival heathrow. shocked told u cabin service provide (or not!!) especially wife use many time year 20 year business flight rsa, recommendation use holiday. grandson cough fit, ask (bell push) 4 time glass water ignored. last one told ""wait till drink served!"" even meal serve food available 4 year old, pre-ordered online, say nothing available son explain pre-ordered cabin staff supervisor response ""prove sir"", seal us, that’s ba response what’s see cattle class permeate normal travel class, next book alternate.",0.3129,Neutral
235,"  We had a nice flight. pushed-off exactly on time. Cabin crew very efficient in all things; friendly for the most part as well. Dinner (hot!) and complimentary wine served in premium economy very good. Do avoid middle seats though, even in premium economy. Only issue was with indifferent/non-helpful BA call center who refused to honor one world status to select seat choice in advance. Nice start to a 3 week trip to England.","nice flight. pushed-off exactly time. cabin crew efficient things; friendly part well. dinner (hot!) complimentary wine serve premium economy good. avoid middle seat though, even premium economy. issue indifferent/non-helpful ba call center refuse honor one world status select seat choice advance. nice start 3 week trip england.",0.9558,Positive
236,"  Holidays ruined, 2 suitcases lost in 2 flights I travelled from London Heathrow to Amsterdam with my brother, before boarding we were told we couldn't take our cabin suitcases with us in the cabin, so they sent them to the cargo. At our arrival in Amsterdam, one of the suitcases was missing, left at London Heathrow, so we had to fill in a report in Amsterdam, this was 3 days ago and we still don't have the suitcase or any information about it. Today I travelled from Amsterdam to London City Airport, again they didn't allow me to board with my cabin suitcase, and when I arrived in London, the suitcase was missing, left in Amsterdam. 2 Suitcases, 2 different flights, they've ruined my holidays. No compensation, no dates on when will I get my property back, no information, lies and more lies.  I was told I could complain online and buy all the things I need, shoes, toiletries, clothes, and I might receive the money back in 30 days! Yes, I might.","holidays ruined, 2 suitcase lose 2 flight travel london heathrow amsterdam brother, boarding told take cabin suitcase u cabin, sent cargo. arrival amsterdam, one suitcase missing, left london heathrow, fill report amsterdam, 3 day ago still suitcase information it. today travel amsterdam london city airport, allow board cabin suitcase, arrive london, suitcase missing, left amsterdam. 2 suitcases, 2 different flights, they've ruin holidays. compensation, date get property back, information, lie lies. told could complain online buy thing need, shoes, toiletries, clothes, might receive money back 30 days! yes, might.",-0.8687,Negative
237, Despite BA's promise to credit double tier points for a holiday booked on their website I have received no additional points and my four email communications (including to the Chief Executive) have remained unanswered. Do not be taken in by this marketing con - they just want you to book a holiday and then do not follow up on their promises. Some things just do not change at BA.,despite ba's promise credit double tier point holiday book website receive additional point four email communication (including chief executive) remain unanswered. take marketing con want book holiday follow promises. thing change ba.,0.6315,Positive
238,"  Refund process is non responsive I have been following up on my refund since October, 2021 which is 9 months now. I have contacted the customer service deck and sent mails to refunds.s[email protected] several times and all they tell me is it’s been processed. British Airways customer service is bad and needs to be worked on. Till today I have not received my refund. I am just wondering what is happening!","refund process non responsive follow refund since october, 2021 9 month now. contact customer service deck sent mail refunds.s[email protected] several time tell it’s processed. british airways customer service bad need work on. till today receive refund. wonder happening!",0.2942,Neutral
239,"  Customer service is non-existent. For over a week customer service number message said to call back in a couple weeks. Nothing we needed to accomplish could be done on BA.com I was flying to Nairobi to bring my sister back after her husband died suddenly, My sister and husband had tickets on the July 18 from Nairobi to JFK. When BA received the death certificate, they cancelled my sister's ticket, not once but twice. It took almost 5 weeks to correct this incompetence. My niece and my wife were on the phone for hours plus hold times. 8 times we were told by the web help number we would get a return call and no one ever called back. The ticket was in premium economy. When I tried to upgrade to be with my broken- hearted sister, the price was $4029.00 plus a $25.00 service fee. Where is the efficiency? Where is the empathy? Where is the decency? In addition to the stress of losing her husband, my sister had to go through totally unnecessary stress of not having a ticket until 7 days before her flight. Also when I made my reservation, i was given a price and within 10 seconds was told there was a $1400.00 increase. British Airways has taken a nosedive in my opinion. Words simply don't convey my very deep frustration and disappointment with the company","customer service non-existent. week customer service number message say call back couple weeks. nothing need accomplish could do ba.com fly nairobi bring sister back husband die suddenly, sister husband ticket july 18 nairobi jfk. ba receive death certificate, cancel sister's ticket, twice. take almost 5 week correct incompetence. niece wife phone hour plus hold times. 8 time told web help number would get return call one ever call back. ticket premium economy. try upgrade broken- hearted sister, price $4029.00 plus $25.00 service fee. efficiency? empathy? decency? addition stress lose husband, sister go totally unnecessary stress ticket 7 day flight. also make reservation, give price within 10 second told $1400.00 increase. british airways take nosedive opinion. words simply convey deep frustration disappointment company",-0.9775,Negative
240,"  Flight on A380 SFO to LHR. Smooth check in at San Francisco. Airport quiet and efficient. Dedicated BA lounge, excellent food and beverage options and attentive staff. Lounge was very crowded though. Minor departure delay and onto A380 upper deck. I prefer the club world cabin on the upper deck as it is very much quieter. Old style product but clean and well maintained. Staff offered a good level of service and reasonable meals. On time arrival, baggage quite slow. A good flight overall.","flight a380 sfo lhr. smooth check san francisco. airport quiet efficient. dedicated ba lounge, excellent food beverage option attentive staff. lounge crowd though. minor departure delay onto a380 upper deck. prefer club world cabin upper deck much quieter. old style product clean well maintained. staff offer good level service reasonable meals. time arrival, baggage quite slow. good flight overall.",0.9522,Positive
241,"  For this 5 hour 15 min flight, you are given a bag of potato chips, and a bottle of water. If you want to purchase more food and drink you do this via their app on your phone. Or like me you can pre-order weeks before you fly. However there is no guarantee you will get your order, mine never came, so after enquiring where the order was, they told me they had food for someone who was not on the plane, that someone was me it turned out. They also managed to lose my luggage.  I am still waiting for them to contact me regarding it. I will never use them again.","5 hour 15 min flight, give bag potato chips, bottle water. want purchase food drink via app phone. like pre-order week fly. however guarantee get order, mine never came, enquire order was, told food someone plane, someone turn out. also manage lose luggage. still wait contact regard it. never use again.",0.2732,Neutral
242,"  My wife and I booked a flight in April 2022 that included a return trip from Edinburgh thru London to Washington. When we checked in at Edinburgh Airport 3 hours ahead of time we were informed there were no more seats available on our scheduled flight. We asked how this was possible and were simply told that others had checked in on-line (which we hadn’t done).  We were instructed to come back in 2 hrs and 15 mins, still with our luggage unchecked and not yet going thru security, to see if we could get on the flight via standby. We waited and then finally at 1:15 PM, 45 mins before our scheduled 2:00 PM flight, we were told we could be on the flight and were given boarding passes for the flight to London but no boarding passes for the connecting flight (1:55 mins after arrival time). Our luggage was not checked thru to Washington but only to London. We were told we’d get thru security on time to make the flight and it was suggested that staff would assist us. When we got to Security Check area the line was massively long. We questioned a BA staff member who said we had to get in line like the others. We decided to pay (12 pounds) to go through “Fast Track” Security to make our Flight. We got to the gate in time. Yet, due to a delayed departure caused in part by luggage-space issues on the plane, our flight arrived in London 45 mns late, and after going to the “flight connections” we were told 25 mins before the scheduled departure, with a vague explanation of “there isn’t enough time,” that we could not be given a boarding pass for our flight. We were then directed to baggage claim to retrieve our luggage and then proceed to the check-in area to be rebooked for a later flight. When we got to the check-in counter area a BA staff person, standing at entrance to the check-in line, advised us we should try to call our travel agency to rebook because the line for checking in had not hardly moved in 3 hrs. When we finally got thru on the phone, we were informed that the best BA could do for us was to get us on a flight 5 days later, and then not to our original destination (IAD), but to Baltimore. I was not told or assured I’d be compensated for this extreme expense of staying 5 more days in a hotel - just that I could go to the BA website and make a claim on-line. This ugly experience, still ongoing, has ruined our trip to the UK. ","wife book flight april 2022 include return trip edinburgh thru london washington. checked edinburgh airport 3 hour ahead time inform seat available schedule flight. ask possible simply told others checked on-line (which hadn’t done). instruct come back 2 hr 15 mins, still luggage unchecked yet go thru security, see could get flight via standby. wait finally 1:15 pm, 45 min schedule 2:00 pm flight, told could flight give boarding pass flight london boarding pass connect flight (1:55 min arrival time). luggage checked thru washington london. told we’d get thru security time make flight suggest staff would assist us. get security check area line massively long. question ba staff member say get line like others. decide pay (12 pounds) go “fast track” security make flight. get gate time. yet, due delayed departure cause part luggage-space issue plane, flight arrive london 45 mn late, go “flight connections” told 25 min schedule departure, vague explanation “there isn’t enough time,” could give boarding pas flight. direct baggage claim retrieve luggage proceed check-in area rebooked later flight. get check-in counter area ba staff person, stand entrance check-in line, advise u try call travel agency rebook line check hardly move 3 hrs. finally get thru phone, inform best ba could u get u flight 5 day later, original destination (iad), baltimore. told assure i’d compensate extreme expense stay 5 day hotel could go ba website make claim on-line. ugly experience, still ongoing, ruin trip uk.",0.8481,Positive
243,"  Decent flight and airplane, non existing customer service for refunds and support after delayed flight. Flight on 18th June-2022 from Vancouver to London airport was delayed for roughly 4 hours. We received a 10 CAD voucher for some drinks, this was appreciated. Because of this delay we missed our connecting flight to Amsterdam (from London), within the airplane we have been informed to go towards the British airway information desk to reschedule another flight towards Amsterdam. When we left the airplane in London, there where 3 employees working and a 400 people waiting line. We asked around towards the nice employees British airways have and we have been told this was the only line/desks to get a reschedule for our flight to Amsterdam, so we had to wait and be patient. After 4 hours of waiting and being roughly halfway the line we felt like uninformed cattle in an 4h waiting line with only candy bars and sugar cookies to eat.  At some point after 4 hours they were giving away hotel vouchers and shuttle bus vouchers because we couldn’t sleep/stay at the airport, as we noticed on the website we have been assigned another flight. This flight was about to leave Tuesday morning (it was Sunday 5pm when we arrived in London). This meant we have to spent 2 additional days in London before we were able to fly to the Netherlands. We have been told by the employees we could arrange our own transfer back to the Netherlands and save the receipts, and we will get a refund on the costs (hotel, food, transport) and a refund on the flight for Tuesday as we where not going to take this flight. They released out baggage, gave us a hotel voucher and cancelled the Tuesday flight they gave us. We were going to make our own travel back to the Netherlands. Seems British Airways claims & refund process is non responsive, as we already requested information 2 times for our compensation, but received nothing yet. apart from an automated email saying we could get a small refund based on our missed flight. ","decent flight airplane, non exist customer service refund support delayed flight. flight 18th june-2022 vancouver london airport delayed roughly 4 hours. receive 10 cad voucher drinks, appreciated. delay miss connect flight amsterdam (from london), within airplane inform go towards british airway information desk reschedule another flight towards amsterdam. left airplane london, 3 employee work 400 people wait line. ask around towards nice employee british airway told line/desks get reschedule flight amsterdam, wait patient. 4 hour wait roughly halfway line felt like uninformed cattle 4h wait line candy bar sugar cooky eat. point 4 hour give away hotel voucher shuttle bus voucher couldn’t sleep/stay airport, notice website assign another flight. flight leave tuesday morning (it sunday 5pm arrive london). meant spent 2 additional day london able fly netherlands. told employee could arrange transfer back netherlands save receipts, get refund cost (hotel, food, transport) refund flight tuesday go take flight. release baggage, give u hotel voucher cancel tuesday flight give us. go make travel back netherlands. seems british airways claim refund process non responsive, already request information 2 time compensation, receive nothing yet. apart automate email say could get small refund base miss flight.",0.8176,Positive
244,  Reasonably smooth boarding. Meal service was smooth ad efficient but no ice or spirits available as no room on the trolley - could they have offered to serve this afterwards? Seat was very uncomfortable indeed on this aircraft so got little if any sleep on the long overnight flight. Cabin crew spent much of the time between meals talking loudly at the rear galley meaning we couldn't sleep even if the seats were comfortable. This was so disrespectful and inconsiderate.,reasonably smooth boarding. meal service smooth ad efficient ice spirit available room trolley could offer serve afterwards? seat uncomfortable indeed aircraft get little sleep long overnight flight. cabin crew spent much time meal talk loudly rear galley meaning sleep even seat comfortable. disrespectful inconsiderate.,0.3182,Neutral
245,"  Three flights, London to Reykjavik return and Frankfurt to London. Generally the flights were of an acceptable standard, though the seats and legroom are quite tight for a three-hour flight. The cabin crews were efficient and generally friendly. A big plus for BA was informative announcements from the cockpit, often missing on other airlines. Flights operated generally close to the advertised times. But BA was let down by chaotic check-in and boarding procedures. In preparation for each flight the number of check-in staff was one or at most two (in Frankfurt the lone check-in agent was also checking in Business Class passengers). Why are Economy class passengers boarded from the front and not from the back? This was standard across the three flights, but slowed down the boarding process immensely as people seated further back tried to get past forward seated passengers stowing their (enormous) cabin baggage. It would make much more sense to board people at the back first. And to enforce baggage rules so that cabin crew are not wandering up and down the cabin trying to find overhead space for the hapless passengers who boarded last. The small bottle of water and a half-full bag of crisps offered as a snack on a three-hour flight to Iceland was just tokenism and compared badly with what Air France offered on a subsequent short flight to Paris. At Reykjavik there was no departure lounge next to the gate -- passengers had to queue wherever they could in the corridor.","three flights, london reykjavik return frankfurt london. generally flight acceptable standard, though seat legroom quite tight three-hour flight. cabin crew efficient generally friendly. big plus ba informative announcement cockpit, often miss airlines. flights operate generally close advertised times. ba let chaotic check-in boarding procedures. preparation flight number check-in staff one two (in frankfurt lone check-in agent also check business class passengers). economy class passenger board front back? standard across three flights, slow boarding process immensely people seat back try get past forward seat passenger stow (enormous) cabin baggage. would make much sense board people back first. enforce baggage rule cabin crew wander cabin try find overhead space hapless passenger board last. small bottle water half-full bag crisp offer snack three-hour flight iceland tokenism compare badly air france offer subsequent short flight paris. reykjavik departure lounge next gate -- passenger queue wherever could corridor.",-0.4215,Negative
246, Routine typical BA domestic shuttle flight. Nothing special. Departure five minutes early but no one to greet flight upon arrival hence a 30 minute delay. Crew were attentive and charming. Usual clean cut BA product that when it works well is fine.,routine typical ba domestic shuttle flight. nothing special. departure five minute early one greet flight upon arrival hence 30 minute delay. crew attentive charming. usual clean cut ba product work well fine.,0.722,Positive
247,"  Over 1 week ago I cancelled 2 Club Europe flights due to testing positive for Covid the day before. They were booked many months ago and eligible for the Travel Voucher, so I opted for this online. Since then, absolute silence and BA pages state it might take up to a week (previous vouchers have been received within a few hours of cancellation). As a very loyal BA customer for more than 40 years, I am appalled at the absolute state of chaos that the airline now portrays. With a further 6 bookings with BA planned for the rest of 2022, I have to admit that travelling with them (ex LHR) has now become an absolute nightmare.","1 week ago cancel 2 club europe flight due test positive covid day before. book many month ago eligible travel voucher, opt online. since then, absolute silence ba page state might take week (previous voucher receive within hour cancellation). loyal ba customer 40 years, appalled absolute state chaos airline portrays. 6 booking ba plan rest 2022, admit travel (ex lhr) become absolute nightmare.",-0.0516,Negative
248,  Flight delayed slightly due to luggage conveyor breaking down. Luggage never made it to Toronto and we filed a lost baggage report. Within 24 hours our luggage arrived in Toronto and a wonderful BA representative went down into the baggage loading area to retrieve it for me. Would definitely give BA a 5 star rating and have them again.,flight delayed slightly due luggage conveyor break down. luggage never make toronto file lose baggage report. within 24 hour luggage arrive toronto wonderful ba representative go baggage load area retrieve me. would definitely give ba 5 star rating again.,0.4215,Neutral
249,"  Check in and security at LHR efficient. Went to Galleries North which was busy but fine with good service. Left from B gates. Efficient boarding with welcome drinks and menus. This was my first time on the club suite. Travelling with 2 children. BA moved our seated but we were all seated near to each other and they apologised for this at check in. It was a full flight in all cabins so staff busy. I liked the new suite which felt superior to the old club world product. The entertainment was excellent and the screen large and well positioned. The menu was quite limited but the quality was reasonable. Prior to COVID one could pre order mains in club which might be worth bringing back. As it happened we all ordered and were able to have the beef dish but I doubt my children would have liked the vegetarian korma had they run out. The club kitchen ran out of food quite quickly. It was a long flight so this was not surprising but my children were quite hungry as a result. Part of this was the result of other passengers from other cabins taking food from it. The second meal was fine and the cabin service director did source an alternative meal for my children from economy which I thought was quite good. On time arrival, prompt disembarkation and bags off quickly. We don’t tend to have a good track record with bag delivery so this was a pleasant surprise. Overall a good flight.","check security lhr efficient. went galleries north busy fine good service. left b gates. efficient boarding welcome drink menus. first time club suite. travelling 2 children. ba move seat seat near apologise check in. full flight cabin staff busy. like new suite felt superior old club world product. entertainment excellent screen large well positioned. menu quite limited quality reasonable. prior covid one could pre order main club might worth bring back. happen order able beef dish doubt child would like vegetarian korma run out. club kitchen ran food quite quickly. long flight surprising child quite hungry result. part result passenger cabin take food it. second meal fine cabin service director source alternative meal child economy thought quite good. time arrival, prompt disembarkation bag quickly. don’t tend good track record bag delivery pleasant surprise. overall good flight.",0.9927,Positive
250," Washington to London. Our flight was unexpectedly cancelled. My husband spent hours on the phone in the middle of the night to try and rebook our flight. We were told by the customer service representative that we should just cancel our trip (after spending thousands in lodging, tickets, tours, etc). When we finally rebooked we still lost one day, one day of lodging, and tickets to a show. We tried to at least get another day on the end of our trip but no one could help us. No one cared that our family vacation was totally altered and cost us a bunch of money. We are so disappointed and angry with the customer service here!","washington london. flight unexpectedly cancelled. husband spent hour phone middle night try rebook flight. told customer service representative cancel trip (after spending thousand lodging, tickets, tours, etc). finally rebooked still lose one day, one day lodging, ticket show. try least get another day end trip one could help us. one care family vacation totally alter cost u bunch money. disappointed angry customer service here!",-0.7574,Negative
251," Nairobi to New York via London. British Airways has given me such grief, trying to cancel a ticket for my uncle who passed away, they canceled a ticket instead for my newly widowed aunt after they split her booking off the original booking. It is now less than two weeks until her scheduled flight, and I have been trying to amend her booking and hours and hours I have spent on hold, or with an agent, being told that my query has been prioritized and that I will receive a call back within 48 hours. I call every 2-3 days and nothing has been done to reinstate her ticket and no agent can ever resolve the situation. I will never book with BA again. Sure, flying with them is easy, but their total lack of practical assistance has caused distress and frustration and so many hours of wasted time. And to think I spent more money on a ticket with BA than other cheaper carriers thinking it would make my life easier. BIG MISTAKE","nairobi new york via london. british airways give grief, try cancel ticket uncle pass away, cancel ticket instead newly widowed aunt split book original booking. less two week schedule flight, try amend book hour hour spent hold, agent, told query prioritize receive call back within 48 hours. call every 2-3 day nothing do reinstate ticket agent ever resolve situation. never book ba again. sure, fly easy, total lack practical assistance cause distress frustration many hour waste time. think spent money ticket ba cheaper carrier think would make life easier. big mistake",-0.8932,Negative
